area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,All Wired and Licensed Fixed Wireless,0.995454545,0.990909091,0.977272727,0.968181818,0.968181818,0.968181818
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Copper,0.831818182,0.740909091,0.490909091,0.013636364,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Copper,0.831818182,0.740909091,0.490909091,0.013636364,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Cable/Fiber,0.945454545,0.945454545,0.945454545,0.945454545,0.945454545,0.945454545
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Cable/Fiber,0.968181818,0.968181818,0.968181818,0.968181818,0.968181818,0.968181818
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Cable,0,0.000000000,0,0,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Cable,0,0,0,0,0.000000000,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Fiber,0.945454545,0.945454545,0.945454545,0.945454545,0.945454545,0.945454545
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Fiber,0.968181818,0.968181818,0.968181818,0.968181818,0.968181818,0.968181818
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,All Fixed Wireless,0.831818182,0.454545455,0.454545455,0.013636364,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,All Fixed Wireless,0.954545455,0.536363636,0.518181818,0.013636364,0.000000000,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Licensed Fixed Wireless,0.831818182,0.454545455,0.454545455,0.013636364,0.000000000,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Licensed Fixed Wireless,0.954545455,0.536363636,0.518181818,0.013636364,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,R,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2817060,Crystal Springs,"Crystal Springs, MS",220,B,Other,0,0,0,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,All Wired,0,0,0,0,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,All Wired,0,0,0,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Any Terrestrial,0.041666667,0.016666667,0.008333333,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Any Terrestrial,0.375000000,0.350000000,0.333333333,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,All Wired and Licensed Fixed Wireless,0.033333333,0.008333333,0.008333333,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,All Wired and Licensed Fixed Wireless,0.366666667,0.341666667,0.333333333,0.000000000,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Copper,0,0,0.000000000,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Copper,0,0.000000000,0,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Cable/Fiber,0,0,0,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Cable/Fiber,0,0,0,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Cable,0,0,0,0,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Cable,0,0.000000000,0,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Fiber,0,0.000000000,0,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Fiber,0.000000000,0,0,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,All Fixed Wireless,0.041666667,0.016666667,0.008333333,0,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,All Fixed Wireless,0.375000000,0.350000000,0.333333333,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Unlicensed Fixed Wireless,0.008333333,0.008333333,0,0,0.000000000,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Unlicensed Fixed Wireless,0.008333333,0.008333333,0,0,0,0.000000000
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Licensed Fixed Wireless,0.033333333,0.008333333,0.008333333,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Licensed Fixed Wireless,0.366666667,0.341666667,0.333333333,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,R,Other,0,0.000000000,0,0,0,0
Rural,Census Place,2817700,Darling,"Darling, MS",120,B,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,All Wired,0.984575835,0.984575835,0.983290488,0.983290488,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,All Wired,0.953727506,0.953727506,0.952442159,0.952442159,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Any Terrestrial,0.987146530,0.987146530,0.987146530,0.984575835,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Any Terrestrial,0.983290488,0.982005141,0.982005141,0.967866324,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,All Wired and Licensed Fixed Wireless,0.987146530,0.987146530,0.987146530,0.984575835,0.000000000,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,All Wired and Licensed Fixed Wireless,0.983290488,0.982005141,0.982005141,0.967866324,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Copper,0.006426735,0.006426735,0.003856041,0.003856041,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Copper,0.006426735,0.006426735,0.003856041,0.003856041,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Cable/Fiber,0.982005141,0.982005141,0.982005141,0.982005141,0,0.000000000
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Cable/Fiber,0.951156812,0.951156812,0.951156812,0.951156812,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Cable,0.714652956,0.714652956,0.714652956,0.714652956,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Cable,0.714652956,0.714652956,0.714652956,0.714652956,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Fiber,0.960154242,0.960154242,0.960154242,0.960154242,0,0.000000000
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Fiber,0.892030848,0.892030848,0.892030848,0.892030848,0.003856041,0.003856041
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,All Fixed Wireless,0.701799486,0.667095116,0.667095116,0.506426735,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,All Fixed Wireless,0.787917738,0.728791774,0.728791774,0.428020566,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Licensed Fixed Wireless,0.701799486,0.667095116,0.667095116,0.506426735,0,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Licensed Fixed Wireless,0.787917738,0.728791774,0.728791774,0.428020566,0,0.000000000
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,R,Other,0,0,0,0,0.000000000,0
Rural,Census Place,2818180,Decatur,"Decatur, MS",778,B,Other,0,0,0,0,0.000000000,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Copper,0.585069444,0.454861111,0,0,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Copper,0.585069444,0.454861111,0,0.000000000,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Cable,0,0.000000000,0,0,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Cable,0,0,0,0.000000000,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,All Fixed Wireless,0.467013889,0.458333333,0.458333333,0.310763889,0.000000000,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,All Fixed Wireless,0.784722222,0.777777778,0.774305556,0.381944444,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Licensed Fixed Wireless,0.467013889,0.458333333,0.458333333,0.310763889,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Licensed Fixed Wireless,0.784722222,0.777777778,0.774305556,0.381944444,0,0
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,R,Other,0,0,0,0,0,0.000000000
Rural,Census Place,2818340,De Kalb,"De Kalb, MS",576,B,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.989983306,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.989983306,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,All Wired,0.994991653,0.994991653,0.989983306,0.989983306,0.989983306,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,All Wired,0.994991653,0.994991653,0.989983306,0.989983306,0.989983306,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Any Terrestrial,0.996661102,0.996661102,0.994991653,0.993322204,0.989983306,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Any Terrestrial,1.000000000,1.000000000,0.998330551,0.994991653,0.989983306,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,All Wired and Licensed Fixed Wireless,0.996661102,0.996661102,0.994991653,0.993322204,0.989983306,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.998330551,0.994991653,0.989983306,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Copper,0.036727880,0.036727880,0,0,0,0.000000000
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Copper,0.036727880,0.036727880,0,0.000000000,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Cable/Fiber,0.989983306,0.989983306,0.989983306,0.989983306,0.989983306,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Cable/Fiber,0.989983306,0.989983306,0.989983306,0.989983306,0.989983306,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Cable,0.964941569,0.964941569,0.964941569,0.964941569,0.964941569,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Cable,0.964941569,0.964941569,0.964941569,0.964941569,0.964941569,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Fiber,0.048414023,0.048414023,0.048414023,0.048414023,0.048414023,0.048414023
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Fiber,0.056761269,0.056761269,0.056761269,0.056761269,0.056761269,0.056761269
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,All Fixed Wireless,0.866444073,0.697829716,0.697829716,0.398998331,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,All Fixed Wireless,0.941569282,0.782971619,0.769616027,0.419031720,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Licensed Fixed Wireless,0.866444073,0.697829716,0.697829716,0.398998331,0.000000000,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Licensed Fixed Wireless,0.941569282,0.782971619,0.769616027,0.419031720,0.000000000,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,R,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2818420,DeLisle,"DeLisle, MS",599,B,Other,0,0,0,0,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,All Wired,0.026666667,0.013333333,0,0,0.000000000,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,All Wired,0.026666667,0.013333333,0,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Any Terrestrial,0.080000000,0.026666667,0.013333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Any Terrestrial,0.386666667,0.346666667,0.333333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,All Wired and Licensed Fixed Wireless,0.080000000,0.026666667,0.013333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,All Wired and Licensed Fixed Wireless,0.386666667,0.346666667,0.333333333,0,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Copper,0.026666667,0.013333333,0.000000000,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Copper,0.026666667,0.013333333,0,0,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Cable/Fiber,0,0,0,0.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Cable/Fiber,0,0.000000000,0,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Cable,0.000000000,0,0,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Cable,0.000000000,0,0,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Fiber,0,0,0.000000000,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Fiber,0,0,0.000000000,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,All Fixed Wireless,0.066666667,0.013333333,0.013333333,0.000000000,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,All Fixed Wireless,0.360000000,0.333333333,0.333333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Licensed Fixed Wireless,0.066666667,0.013333333,0.013333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Licensed Fixed Wireless,0.360000000,0.333333333,0.333333333,0,0,0
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,R,Other,0,0,0,0,0,0.000000000
Rural,Census Place,2818500,Delta City,"Delta City, MS",75,B,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Copper,0.040983607,0.008196721,0,0,0,0.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Copper,0.040983607,0.008196721,0.000000000,0,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Cable,0.590163934,0.590163934,0.590163934,0.590163934,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Cable,0.590163934,0.590163934,0.590163934,0.590163934,0.000000000,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,All Fixed Wireless,0.385245902,0.336065574,0.336065574,0,0.000000000,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,All Fixed Wireless,0.401639344,0.360655738,0.352459016,0,0,0.000000000
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Licensed Fixed Wireless,0.385245902,0.336065574,0.336065574,0,0.000000000,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Licensed Fixed Wireless,0.401639344,0.360655738,0.352459016,0,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,R,Other,0,0,0,0.000000000,0,0
Rural,Census Place,2818700,Dennis,"Dennis, MS",122,B,Other,0.000000000,0,0,0,0,0
Rural,Census Place,2818940,Derma,"Derma, MS",546,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818940,Derma,"Derma, MS",546,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2818940,Derma,"Derma, MS",546,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
