provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
370108,"South Central Communications, Inc.",50,Fiber to the Premises,19655,27658,19655,27658
370110,"Midstates Data Transport, LLC",50,Fiber to the Premises,5606,5920,10587,13802
370110,"Midstates Data Transport, LLC",70,Unlicensed Fixed Wireless,33866,40141,33866,40141
370115,"Netafy, Inc.",70,Unlicensed Fixed Wireless,103373,302525,103213,302358
370115,"Netafy, Inc.",72,LBR Fixed Wireless,2238,2969,2238,2969
370121,TellerWifi LLC,70,Unlicensed Fixed Wireless,10402,12096,10402,12096
370127,Tullahoma Utilities Authority,50,Fiber to the Premises,8642,10708,8642,10708
370128,Tuttle Development Authority,50,Fiber to the Premises,2796,3055,2796,3055
370129,Union City Energy Authority,50,Fiber to the Premises,4044,4490,707,1194
370131,Uplink Internet LLC,50,Fiber to the Premises,1100,1281,1100,1281
370131,Uplink Internet LLC,70,Unlicensed Fixed Wireless,2946,4212,2749,3987
370132,"UpNet WI, LLC",50,Fiber to the Premises,822,933,822,933
370132,"UpNet WI, LLC",70,Unlicensed Fixed Wireless,25321,43652,24988,43265
370132,"UpNet WI, LLC",72,LBR Fixed Wireless,577,818,577,818
370135,"VPNet, Inc.",50,Fiber to the Premises,1300,1457,0,0
370135,"VPNet, Inc.",70,Unlicensed Fixed Wireless,16235,18370,1,1
370138,Warp Networks Inc.,70,Unlicensed Fixed Wireless,432,757,431,756
370141,"Wi-Fiber, Inc.",50,Fiber to the Premises,2547,3250,2547,3250
370141,"Wi-Fiber, Inc.",70,Unlicensed Fixed Wireless,40103,53128,39711,52735
370141,"Wi-Fiber, Inc.",72,LBR Fixed Wireless,28351,37533,28321,37499
370142,"Wifinity, LLC",70,Unlicensed Fixed Wireless,27684,31877,27684,31877
370146,"X-Tech, LLC",70,Unlicensed Fixed Wireless,1529,1613,277,305
370151,Aeronet Wireless Broadband LLC,50,Fiber to the Premises,479,6308,479,6308
370151,Aeronet Wireless Broadband LLC,70,Unlicensed Fixed Wireless,236764,303757,236764,303757
370151,Aeronet Wireless Broadband LLC,71,Licensed Fixed Wireless,413749,439105,413749,439105
370151,Aeronet Wireless Broadband LLC,72,LBR Fixed Wireless,147484,251234,147484,251234
370154,Aerux LLP,50,Fiber to the Premises,566,569,566,569
370154,Aerux LLP,70,Unlicensed Fixed Wireless,96030,142148,96030,142148
370155,Midstate Broadband,70,Unlicensed Fixed Wireless,99,106,12,46
370157,"Mountain iNet, Inc.",70,Unlicensed Fixed Wireless,3,3,3,3
370160,Smith Internet Solutions LLC,70,Unlicensed Fixed Wireless,588,829,588,829
370162,"San Luis Valley Rural Electric Cooperative, Inc.",50,Fiber to the Premises,10951,12065,10951,12065
370162,"San Luis Valley Rural Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,13077,15635,13077,15635
370164,"Fiber Connect, LLC.",50,Fiber to the Premises,1771,2190,186,606
380003,Acadiana Wireless LLC,70,Unlicensed Fixed Wireless,6035,7278,5951,7192
380003,Acadiana Wireless LLC,72,LBR Fixed Wireless,381,426,375,420
380012,"Andrena, Inc.",70,Unlicensed Fixed Wireless,503,20686,503,20686
380013,"Anza Electric Cooperative, Inc.",50,Fiber to the Premises,2495,2579,2495,2579
380014,"Ascent Broadband, LLC",70,Unlicensed Fixed Wireless,13748,15343,13748,15343
380016,BARC Electric Cooperative,50,Fiber to the Premises,10331,11654,10331,11654
380028,Cobalt Ridge LLC,70,Unlicensed Fixed Wireless,12884,14916,12884,14916
380028,Cobalt Ridge LLC,72,LBR Fixed Wireless,663,672,663,672
380034,"Consolidated Electric Cooperative, Inc.",50,Fiber to the Premises,9863,10064,9863,10064
380038,ENCO Electronic System LLC,50,Fiber to the Premises,221,2266,221,2266
380038,ENCO Electronic System LLC,70,Unlicensed Fixed Wireless,13,985,13,985
380039,"Esparto Broadband, Inc.",40,Cable,1041,1146,1041,1146
380039,"Esparto Broadband, Inc.",50,Fiber to the Premises,5,7,5,7
380039,"Esparto Broadband, Inc.",72,LBR Fixed Wireless,1063,1140,1063,1140
380045,French Broad Electric Membership Corporation,50,Fiber to the Premises,19095,21165,19095,21165
380048,"Gigabeam Internet, LLC",70,Unlicensed Fixed Wireless,84794,105151,84794,105151
380051,Ravalli Electric Cooperative,50,Fiber to the Premises,3791,4194,3791,4194
380051,Ravalli Electric Cooperative,70,Unlicensed Fixed Wireless,24851,29199,24851,29199
380059,Jackson County Rural Electric Membership Corporation,50,Fiber to the Premises,26666,28074,26666,28074
380062,"JORP, LLC",70,Unlicensed Fixed Wireless,93520,174408,93520,174408
380063,JTN Communications,50,Fiber to the Premises,276,279,276,279
380063,JTN Communications,70,Unlicensed Fixed Wireless,11686,13805,11686,13805
380064,"KC Web, Inc.",50,Fiber to the Premises,7,7,7,7
380064,"KC Web, Inc.",70,Unlicensed Fixed Wireless,17698,41745,17698,41745
380065,KGI Communications LLC,50,Fiber to the Premises,160,169,160,169
380065,KGI Communications LLC,71,Licensed Fixed Wireless,727,851,593,705
380069,Liberty Broadband LLC,70,Unlicensed Fixed Wireless,7673,9942,7673,9942
380070,"LightGig Communications, LLC",50,Fiber to the Premises,2320,2369,2320,2369
380072,"LR Communications, Inc.",70,Unlicensed Fixed Wireless,34594,41272,34594,41272
380077,AeroFlight Internet,70,Unlicensed Fixed Wireless,802,871,802,871
380079,"Mike Gunther Industries, Inc.",70,Unlicensed Fixed Wireless,730,1083,730,1083
380080,Mille Lacs Energy Cooperative,50,Fiber to the Premises,3697,3701,3697,3701
380086,"Network Tool and Die Company, Inc.",10,Copper,1,65,1,65
380086,"Network Tool and Die Company, Inc.",50,Fiber to the Premises,0,0,1,59
380086,"Network Tool and Die Company, Inc.",70,Unlicensed Fixed Wireless,8,16,19,37
380086,"Network Tool and Die Company, Inc.",71,Licensed Fixed Wireless,1,5,3,13
380087,"Networx Technologies, LLC",70,Unlicensed Fixed Wireless,74,231,74,231
380089,"North Arkansas Electric Cooperative, Inc.",50,Fiber to the Premises,34725,37876,34725,37876
380093,North Alabama Electric Cooperative,50,Fiber to the Premises,13390,14967,13390,14967
380095,"On-Ramp Indiana, Inc.",50,Fiber to the Premises,490,2343,490,2343
380095,"On-Ramp Indiana, Inc.",70,Unlicensed Fixed Wireless,25571,47122,25492,47041
380095,"On-Ramp Indiana, Inc.",72,LBR Fixed Wireless,3847,4555,3838,4578
380097,Pacific Independent Technology Alliance LLC,70,Unlicensed Fixed Wireless,4368,4603,0,0
380098,Valley Center Wireless,70,Unlicensed Fixed Wireless,11756,12865,11756,12865
380099,Paragould Light and Water Commission,50,Fiber to the Premises,12168,14494,12168,14494
380107,RTA of America,50,Fiber to the Premises,8574,9970,8574,9970
380107,RTA of America,70,Unlicensed Fixed Wireless,189751,251164,189751,251164
380110,Roanoke Electric Membership Corp.,50,Fiber to the Premises,24189,25937,2405,2776
380110,Roanoke Electric Membership Corp.,70,Unlicensed Fixed Wireless,1246,1262,233,255
380132,Peoples State Bank,70,Unlicensed Fixed Wireless,5468,5519,5468,5519
380138,VEOpoint,70,Unlicensed Fixed Wireless,2947,3191,2947,3191
380139,Connection Concepts LLC,70,Unlicensed Fixed Wireless,15101,18469,15101,18469
380139,Connection Concepts LLC,72,LBR Fixed Wireless,6820,7705,6820,7705
380146,W S Electronics LLC,70,Unlicensed Fixed Wireless,4885,5775,4885,5775
380149,"WiFires Communications, LLC",50,Fiber to the Premises,285,392,285,392
380149,"WiFires Communications, LLC",70,Unlicensed Fixed Wireless,1344,1812,1202,1632
380149,"WiFires Communications, LLC",72,LBR Fixed Wireless,14255,20293,14102,20086
380150,WiSpan Internet LLC,70,Unlicensed Fixed Wireless,13546,14469,13546,14469
380153,"Zion Broadband, Inc.",70,Unlicensed Fixed Wireless,7273,9188,7253,9153
380158,"Ayera Technologies, Inc.",71,Licensed Fixed Wireless,154797,196921,154797,196921
380159,"Xbar7 Communications, inc",50,Fiber to the Premises,110,112,110,112
380159,"Xbar7 Communications, inc",70,Unlicensed Fixed Wireless,834,866,834,866
380162,"Lake Country Internet, LLC",70,Unlicensed Fixed Wireless,1827,2274,1827,2274
380162,"Lake Country Internet, LLC",71,Licensed Fixed Wireless,4431,5422,4431,5422
380167,"Net Ops Communications, LLC",70,Unlicensed Fixed Wireless,1,1,0,0
380167,"Net Ops Communications, LLC",72,LBR Fixed Wireless,76951,104759,76951,104759
380173,Valley Internet,70,Unlicensed Fixed Wireless,13630,16803,13636,16809
380173,Valley Internet,71,Licensed Fixed Wireless,0,0,5,6
380175,SkyRider Communications LLC,50,Fiber to the Premises,1596,1804,3297,4699
380175,SkyRider Communications LLC,70,Unlicensed Fixed Wireless,56825,66408,56825,66408
380177,"Xiber, LLC",50,Fiber to the Premises,8,294,9,183
380177,"Xiber, LLC",70,Unlicensed Fixed Wireless,30480,52517,4195,17980
380177,"Xiber, LLC",71,Licensed Fixed Wireless,4,122,15,433
380178,"MidwayNet, LLC",70,Unlicensed Fixed Wireless,10237,10881,10061,10704
390001,A&A Communications LLC,50,Fiber to the Premises,856,1053,856,1053
390002,Acadiana Broadband,70,Unlicensed Fixed Wireless,14266,15721,14266,15721
390006,Air Bridge Broadband LLC,50,Fiber to the Premises,13286,17248,13286,17248
390006,Air Bridge Broadband LLC,70,Unlicensed Fixed Wireless,33974,40255,33974,40255
390008,"Applied Technology Group, Inc.",70,Unlicensed Fixed Wireless,217802,279707,217802,279707
390015,"Bluegrass Fiber, LLC",72,LBR Fixed Wireless,19158,24509,19158,24509
390018,Central Virginia Electric Cooperative,50,Fiber to the Premises,58924,63020,58924,63020
390021,City of Mont Belvieu,50,Fiber to the Premises,3306,3760,3306,3760
390027,"Communication Construction Services, Inc.",40,Cable,2,3341,2,3341
390031,"Crazy Communications, LLC",50,Fiber to the Premises,191,215,0,0
390031,"Crazy Communications, LLC",70,Unlicensed Fixed Wireless,2033,2177,31,79
390033,Delta High Speed Internet,70,Unlicensed Fixed Wireless,569,710,533,665
390034,"Eastern Carolina Broadband, LLC",70,Unlicensed Fixed Wireless,3845,4601,1329,2016
390044,Gibson Electric Membership Corporation,50,Fiber to the Premises,34775,36645,34775,36645
390046,"Great Lakes Energy Connections, Inc.",50,Fiber to the Premises,47961,50616,4279,5948
390048,"Hawk Networks, Inc.",10,Copper,1,1,1,1
390048,"Hawk Networks, Inc.",70,Unlicensed Fixed Wireless,34062,51252,34062,51252
390050,Holston Electric Cooperative,50,Fiber to the Premises,27368,30478,27368,30478
390052,Indianola Municipal Utilities,50,Fiber to the Premises,5613,7353,5613,7353
390056,ShastaBeam,70,Unlicensed Fixed Wireless,10244,13700,9934,13379
390056,ShastaBeam,72,LBR Fixed Wireless,8890,14013,8738,13854
390057,IT Works LLC,70,Unlicensed Fixed Wireless,5424,5958,0,0
390061,Kit Carson Electric Cooperative Inc.,50,Fiber to the Premises,19918,24444,3262,4757
390062,Krms Products LLC,70,Unlicensed Fixed Wireless,11002,13890,11002,13890
390065,"Lightwave Communications, LLC",50,Fiber to the Premises,485,489,485,489
390065,"Lightwave Communications, LLC",70,Unlicensed Fixed Wireless,1238,1273,952,984
390067,Locality Networks Inc.,50,Fiber to the Premises,540,616,74,81
390068,Logonix Corporation,50,Fiber to the Premises,3119,5893,3119,5893
390068,Logonix Corporation,72,LBR Fixed Wireless,16650,21624,16650,21624
390073,"Michwave Technologies, Inc.",50,Fiber to the Premises,491,524,491,524
390073,"Michwave Technologies, Inc.",70,Unlicensed Fixed Wireless,31073,51890,30869,51634
390073,"Michwave Technologies, Inc.",72,LBR Fixed Wireless,7866,12091,7866,12091
390075,"MINetworks, Inc.",70,Unlicensed Fixed Wireless,1270,1669,50,54
390080,Fiberwave,70,Unlicensed Fixed Wireless,840,877,701,733
390082,"Open Broadband, LLC",70,Unlicensed Fixed Wireless,257660,310788,257660,310788
390082,"Open Broadband, LLC",72,LBR Fixed Wireless,163044,187858,163044,187858
390085,"PD Fiber, LLC",50,Fiber to the Premises,8889,9854,8889,9854
390089,Premier Holdings LLC,50,Fiber to the Premises,2347,2636,2347,2636
390089,Premier Holdings LLC,70,Unlicensed Fixed Wireless,3531,4138,3525,4132
390089,Premier Holdings LLC,71,Licensed Fixed Wireless,2368,2828,2305,2760
390089,Premier Holdings LLC,72,LBR Fixed Wireless,2556,2807,2550,2801
390099,Project A Inc.,70,Unlicensed Fixed Wireless,72272,95011,72272,95011
390101,SEMO Electric Cooperative,50,Fiber to the Premises,20420,22315,20420,22315
390102,"Shawn Barker Construction, Inc.",70,Unlicensed Fixed Wireless,15050,17907,15050,17907
390103,"Sierra Nevada Communications, LLC",40,Cable,3312,3430,11,13
390103,"Sierra Nevada Communications, LLC",50,Fiber to the Premises,43,50,1,1
390103,"Sierra Nevada Communications, LLC",70,Unlicensed Fixed Wireless,80,89,2,2
390106,South Central Arkansas Electric Cooperative,50,Fiber to the Premises,34530,39189,34530,39189
390107,"Southeast MN Wifi, LLC",50,Fiber to the Premises,812,870,812,870
390107,"Southeast MN Wifi, LLC",72,LBR Fixed Wireless,25060,31945,25060,31945
390110,"Starry, Inc.",50,Fiber to the Premises,573,31051,0,0
390110,"Starry, Inc.",71,Licensed Fixed Wireless,158360,2799597,0,0
390111,"Strada Communications, LLC",50,Fiber to the Premises,5086,6092,5086,6092
390113,SWIFT Services LLC,50,Fiber to the Premises,2548,2913,2548,2913
390116,Taylor Electric Cooperative,50,Fiber to the Premises,3419,3716,33,52
390120,Tennessee Independent Telecom Group LLC,50,Fiber to the Premises,0,0,22,65
390121,"The Butler Rural Electric Cooperative Association, Inc.",50,Fiber to the Premises,11453,12770,11453,12770
390121,"The Butler Rural Electric Cooperative Association, Inc.",70,Unlicensed Fixed Wireless,8790,9551,8790,9551
390121,"The Butler Rural Electric Cooperative Association, Inc.",71,Licensed Fixed Wireless,35316,39240,35316,39240
390122,"Tombigbee Electric Cooperative, Inc.",50,Fiber to the Premises,45343,51505,45343,51505
390123,Tri-County Electric Cooperative,50,Fiber to the Premises,28920,31786,28920,31786
390124,Tri-County Electric Membership Corporation,50,Fiber to the Premises,32117,34690,32117,34690
390138,"Egyptian Communication Services, Inc.",10,Copper,181,217,181,217
390138,"Egyptian Communication Services, Inc.",50,Fiber to the Premises,1109,1340,1109,1340
390139,"American Georgetown, Inc.",10,Copper,478,521,478,521
390142,Barger Creek LLC,50,Fiber to the Premises,1,1,2,3
390142,Barger Creek LLC,72,LBR Fixed Wireless,3281,3341,231,251
390149,TampaBay DSL Inc.,50,Fiber to the Premises,0,0,1,13
390149,TampaBay DSL Inc.,70,Unlicensed Fixed Wireless,0,0,12146,27557
390152,Wireless Broadband Solutions Inc.,70,Unlicensed Fixed Wireless,768,823,82,134
390155,DM Wireless LLC,50,Fiber to the Premises,4657,5997,4657,5997
390155,DM Wireless LLC,70,Unlicensed Fixed Wireless,752296,899690,752296,899690
390157,"yondoo Broadband, LLC",40,Cable,1761,4558,1761,4558
390157,"yondoo Broadband, LLC",50,Fiber to the Premises,2109,3309,2109,3309
390162,"Planet Networks, Inc.",50,Fiber to the Premises,58628,81517,58628,81517
390164,"Southern Fiber Worx, LLC",50,Fiber to the Premises,3918,5286,3918,5286
390166,"Mansfield Community Fiber, Inc.",50,Fiber to the Premises,1686,1764,1686,1764
390167,ZiTEL LLC,50,Fiber to the Premises,16458,19171,16458,19171
400001,Advantage Communications,70,Unlicensed Fixed Wireless,1565,1677,1565,1677
400002,Big Red Communications,70,Unlicensed Fixed Wireless,28381,36356,28287,36262
400002,Big Red Communications,71,Licensed Fixed Wireless,99,130,99,130
400006,"Carbon Valley Internet, LLC",50,Fiber to the Premises,869,886,869,886
400006,"Carbon Valley Internet, LLC",70,Unlicensed Fixed Wireless,33,34,33,34
400008,Chisholm Broadband,10,Copper,4,102,4,102
400008,Chisholm Broadband,70,Unlicensed Fixed Wireless,56451,64405,56001,63923
400008,Chisholm Broadband,72,LBR Fixed Wireless,22114,27022,22116,27024
400009,"City of Bardstown, KY",40,Cable,17418,21134,17418,21134
400009,"City of Bardstown, KY",50,Fiber to the Premises,5973,7505,5973,7505
400010,"City of Marshall, Michigan",50,Fiber to the Premises,2738,3491,2738,3491
400012,Countrymen Communications Inc.,70,Unlicensed Fixed Wireless,598,640,598,640
400015,Faster Cajun LLC,50,Fiber to the Premises,174,174,174,174
400015,Faster Cajun LLC,70,Unlicensed Fixed Wireless,1152,1263,905,1008
400015,Faster Cajun LLC,72,LBR Fixed Wireless,4350,4777,4307,4734
400016,"Fiber Wave, LLC",70,Unlicensed Fixed Wireless,2673,2838,2667,2833
400017,Gila Broadband LLC,70,Unlicensed Fixed Wireless,3948,4694,3948,4694
400018,Great Lakes High Speed LLC,70,Unlicensed Fixed Wireless,495,644,449,588
400018,Great Lakes High Speed LLC,72,LBR Fixed Wireless,4166,7195,4154,7178
400020,HDER Link Ltd.,50,Fiber to the Premises,1233,1368,1233,1368
400020,HDER Link Ltd.,70,Unlicensed Fixed Wireless,65492,73179,65492,73179
400021,"Heritage Broadband, LLC",50,Fiber to the Premises,801,912,801,912
400021,"Heritage Broadband, LLC",70,Unlicensed Fixed Wireless,42325,47305,42325,47305
400022,"Horton's TV & Electronics, Inc.",70,Unlicensed Fixed Wireless,8274,8901,8274,8901
400023,"Hudson Technology Solutions, Inc.",70,Unlicensed Fixed Wireless,15629,17528,15629,17528
400025,JackRabbit Wireless LLC,70,Unlicensed Fixed Wireless,3428,4215,3428,4215
400026,Jackson Electric Cooperative,50,Fiber to the Premises,4467,4710,634,789
400026,Jackson Electric Cooperative,70,Unlicensed Fixed Wireless,13460,14720,2744,3583
400027,"Kayenta Technologies, LLC",70,Unlicensed Fixed Wireless,36087,42917,36087,42917
400028,"Kentucky Wireless, LLC",70,Unlicensed Fixed Wireless,10764,12324,10764,12324
400029,"Lockridge Networks, LLC",50,Fiber to the Premises,402,408,402,408
400029,"Lockridge Networks, LLC",70,Unlicensed Fixed Wireless,22564,23416,22503,23355
400029,"Lockridge Networks, LLC",72,LBR Fixed Wireless,1066,1087,1066,1087
400032,Mono Broadband,70,Unlicensed Fixed Wireless,66,182,0,0
400034,Outernet Broadband LLC,50,Fiber to the Premises,4,4,4,4
400034,Outernet Broadband LLC,70,Unlicensed Fixed Wireless,5655,5848,5655,5848
400035,Pathfinder LLC,50,Fiber to the Premises,216,589,216,589
400035,Pathfinder LLC,70,Unlicensed Fixed Wireless,9257,14150,9257,14150
400035,Pathfinder LLC,71,Licensed Fixed Wireless,4920,7347,4920,7347
400035,Pathfinder LLC,72,LBR Fixed Wireless,2194,4432,2194,4432
400036,Pear Networks LLC,50,Fiber to the Premises,1532,1690,1532,1690
400037,Rural Gig LLC,70,Unlicensed Fixed Wireless,629,698,0,0
400038,"Salsgiver, Inc.",50,Fiber to the Premises,21267,28297,21267,28297
400039,"Davey Holdings, LLC",50,Fiber to the Premises,609,735,26,132
400041,"SML Wireless, Inc.",70,Unlicensed Fixed Wireless,2674,3356,2674,3356
400044,"SVE Connect, LLC",50,Fiber to the Premises,12752,14427,12752,14427
400046,"Ting Fiber, Inc.",50,Fiber to the Premises,144563,179475,144563,179475
400047,Tipmont Rural Electric Membership Corporation,50,Fiber to the Premises,18422,19385,18422,19385
400050,TREPIC Networks LLC,50,Fiber to the Premises,64,85,64,85
400050,TREPIC Networks LLC,72,LBR Fixed Wireless,134129,148022,134129,148022
400053,"Unlimited Net Partners, LLC",70,Unlicensed Fixed Wireless,578,592,573,587
400054,"WideOpen Networks, Inc.",50,Fiber to the Premises,1275,1573,1275,1573
400055,Willard Communications LLC,70,Unlicensed Fixed Wireless,664,689,664,689
400056,"WON Communications, LLC",70,Unlicensed Fixed Wireless,19229,22478,19229,22478
400083,"Forked Deer Electric Cooperative, Inc.",50,Fiber to the Premises,9435,9836,9435,9836
400086,Johnson City Energy Authority,50,Fiber to the Premises,40409,59279,40409,59279
400094,Mecklenburg Electric Cooperative,10,Copper,1250,1404,1250,1404
400094,Mecklenburg Electric Cooperative,50,Fiber to the Premises,21094,23773,21094,23773
400100,Newport Utilities,50,Fiber to the Premises,12139,15081,12139,15081
400102,"Otsego Electric Cooperative, Inc.",50,Fiber to the Premises,7023,7265,7023,7265
400103,Oklahoma Electric Cooperative,50,Fiber to the Premises,94325,110874,94325,110874
400105,Orange County REMC,50,Fiber to the Premises,19012,20202,19012,20202
400105,Orange County REMC,71,Licensed Fixed Wireless,9057,9763,9057,9763
400115,Simple Fiber Communications LLC,50,Fiber to the Premises,0,0,85,1367
400115,Simple Fiber Communications LLC,70,Unlicensed Fixed Wireless,0,0,29901,95092
400115,Simple Fiber Communications LLC,72,LBR Fixed Wireless,0,0,24550,78268
400118,South Central Indiana Rural Electric Membership Corporation,50,Fiber to the Premises,28815,30106,316,379
400130,"Wtechlink, Inc.",50,Fiber to the Premises,11582,14798,11582,14798
400130,"Wtechlink, Inc.",70,Unlicensed Fixed Wireless,10379,13377,10379,13377
400137,US Internet Corp.,50,Fiber to the Premises,94864,178117,94864,178117
400137,US Internet Corp.,70,Unlicensed Fixed Wireless,75,5942,75,5942
400138,Western Iowa Wireless,70,Unlicensed Fixed Wireless,2054,3435,850,1938
400139,Tongue River Communications,40,Cable,1583,1669,1583,1669
410005,"Alternative Choice Wireless, LLC",50,Fiber to the Premises,63,77,9,46
410005,"Alternative Choice Wireless, LLC",70,Unlicensed Fixed Wireless,92,116,107,271
410008,Arkansas Valley Electric Cooperative Corporation,50,Fiber to the Premises,53188,57537,7687,11224
410014,Breen Duo LLC,70,Unlicensed Fixed Wireless,16803,17399,14090,14670
410018,City of Fort Collins,50,Fiber to the Premises,40459,45848,1495,4979
410025,Cosner-Neipp Corporation,10,Copper,1,1,1,3
410025,Cosner-Neipp Corporation,70,Unlicensed Fixed Wireless,4,4,10,35
410025,Cosner-Neipp Corporation,72,LBR Fixed Wireless,16,16,5,9
410027,Crowsnest Broadband LLC,70,Unlicensed Fixed Wireless,12535,14839,12535,14839
410027,Crowsnest Broadband LLC,72,LBR Fixed Wireless,42494,51110,42494,51110
410031,DigitalC,10,Copper,27,675,0,0
410031,DigitalC,40,Cable,76,1155,0,0
410031,DigitalC,70,Unlicensed Fixed Wireless,53540,73251,0,0
410034,Elevations Ethernet LLC,70,Unlicensed Fixed Wireless,43,44,0,0
410037,Express WISP LLC,70,Unlicensed Fixed Wireless,418,480,418,480
410054,KGT LLC,70,Unlicensed Fixed Wireless,19747,23466,19749,23468
410054,KGT LLC,72,LBR Fixed Wireless,8439,9966,8437,9964
410058,Lake Linx Inc.,70,Unlicensed Fixed Wireless,6868,7953,6868,7953
410063,Luminate Fiber LLC,50,Fiber to the Premises,8925,13727,8925,13727
410063,Luminate Fiber LLC,70,Unlicensed Fixed Wireless,94,233,94,233
410064,Martek Wireless LLC,50,Fiber to the Premises,653,660,653,660
410064,Martek Wireless LLC,70,Unlicensed Fixed Wireless,81,82,0,0
410064,Martek Wireless LLC,72,LBR Fixed Wireless,211,241,0,0
410066,Meeker Cooperative Light & Power Association,50,Fiber to the Premises,11234,13444,1889,3192
410066,Meeker Cooperative Light & Power Association,70,Unlicensed Fixed Wireless,13437,16201,2787,4314
410067,Meriwether Lewis Electric Cooperative,50,Fiber to the Premises,32431,35220,32431,35220
410073,North Coast Wireless Communications,50,Fiber to the Premises,2666,3348,2666,3348
410073,North Coast Wireless Communications,70,Unlicensed Fixed Wireless,7098,8912,7098,8912
410073,North Coast Wireless Communications,72,LBR Fixed Wireless,18703,23480,18703,23480
410076,"Optimus Communications, LLC",50,Fiber to the Premises,2047,2382,461,834
410076,"Optimus Communications, LLC",70,Unlicensed Fixed Wireless,28817,33057,3220,6407
410076,"Optimus Communications, LLC",72,LBR Fixed Wireless,54038,67036,5104,12351
410077,"Ozborn Communications, LLC",70,Unlicensed Fixed Wireless,1186,1350,1059,1206
410077,"Ozborn Communications, LLC",72,LBR Fixed Wireless,6319,8106,5218,6827
410084,"Reynolds Media, Inc.",70,Unlicensed Fixed Wireless,643,663,17,18
410085,Roseau Electric Cooperative,50,Fiber to the Premises,2502,2640,2502,2640
410086,Rural Broadband Cooperative,70,Unlicensed Fixed Wireless,3116,3614,3116,3614
410090,Siyeh Communications,10,Copper,2165,2370,2165,2370
410090,Siyeh Communications,50,Fiber to the Premises,549,593,549,593
410090,Siyeh Communications,70,Unlicensed Fixed Wireless,165,200,165,200
410090,Siyeh Communications,71,Licensed Fixed Wireless,1949,2126,1949,2126
410092,Southern California Telephone Company Inc.,70,Unlicensed Fixed Wireless,189906,238173,189906,238173
410098,"Talkie Communications, Inc.",50,Fiber to the Premises,26270,30245,26270,30245
410100,Tennessee Telecommunications Company,50,Fiber to the Premises,2281,2694,2281,2694
410103,"Treehouse Broadband, LLC",70,Unlicensed Fixed Wireless,2424,2906,2313,2794
410114,Vyve Broadband Investments (GTCR),40,Cable,520186,643668,520186,643668
410114,Vyve Broadband Investments (GTCR),50,Fiber to the Premises,59818,83744,59818,83744
410115,White Cloud Communications US LLC,40,Cable,6738,7186,6738,7186
410115,White Cloud Communications US LLC,50,Fiber to the Premises,0,0,11,15
410115,White Cloud Communications US LLC,70,Unlicensed Fixed Wireless,1828,1934,254,314
410115,White Cloud Communications US LLC,71,Licensed Fixed Wireless,20572,23370,20572,23370
410115,White Cloud Communications US LLC,72,LBR Fixed Wireless,1,1,0,0
410120,Belhaven Cable TV Inc.,40,Cable,879,1146,879,1146
410121,Canyon Wireless,70,Unlicensed Fixed Wireless,2801,3109,0,0
410125,LAN Communications Corp.,50,Fiber to the Premises,0,0,3,3
410125,LAN Communications Corp.,70,Unlicensed Fixed Wireless,168,197,20,20
410126,Ocracoke Cable TV LLC,40,Cable,1045,1114,1045,1114
410131,318 HighSpeed LLC,70,Unlicensed Fixed Wireless,6089,7316,6089,7316
410132,4ip Technology and Media LLC,50,Fiber to the Premises,879,1386,879,1386
410132,4ip Technology and Media LLC,70,Unlicensed Fixed Wireless,1235,1634,1235,1634
410132,4ip Technology and Media LLC,71,Licensed Fixed Wireless,588,737,588,737
410133,Alpha Technologies Inc.,50,Fiber to the Premises,32,73,0,0
410134,BerryComm LLC,50,Fiber to the Premises,4250,4598,4250,4598
410135,"City of Sandy, Oregon",50,Fiber to the Premises,4450,5516,4961,6674
410135,"City of Sandy, Oregon",70,Unlicensed Fixed Wireless,207,243,13,27
410136,"Compass Broadband Network, Inc.",70,Unlicensed Fixed Wireless,55521,71178,55521,71178
410138,"Double Dog Communications, Inc.",70,Unlicensed Fixed Wireless,23914,30502,23914,30502
410139,Eclipse Communications,70,Unlicensed Fixed Wireless,11423,12417,11423,12417
410141,Minnesota WiFi,70,Unlicensed Fixed Wireless,29992,38800,29992,38800
410143,Morgan Wireless LLC,70,Unlicensed Fixed Wireless,33689,37731,33689,37731
410145,Natural G.C. Inc.,50,Fiber to the Premises,13270,28044,13270,28044
410145,Natural G.C. Inc.,70,Unlicensed Fixed Wireless,260653,427307,260653,427307
410147,Somerfield Cable TV,40,Cable,1522,1668,1522,1668
410149,"ThinkBig Networks, LLC",50,Fiber to the Premises,8609,10425,8609,10425
410150,LiveStream LLC,70,Unlicensed Fixed Wireless,9521,11458,7249,8777
410150,LiveStream LLC,72,LBR Fixed Wireless,2560,2732,2560,2732
410151,"TurboNet Technologies, Inc.",50,Fiber to the Premises,530,583,530,583
410151,"TurboNet Technologies, Inc.",70,Unlicensed Fixed Wireless,354,398,354,398
410153,Craighead Elecric Cooperative Corporation,50,Fiber to the Premises,33963,36887,33963,36887
410155,Lakeland Internet,50,Fiber to the Premises,2311,2386,2311,2386
410155,Lakeland Internet,70,Unlicensed Fixed Wireless,32942,34212,32942,34212
410156,Satview Broadband Ltd.,40,Cable,2133,2292,2133,2292
410157,"NETworx Broadband, Inc.",50,Fiber to the Premises,1375,1746,1375,1746
